Facility ID,County Name Of Facility Location,Facility Name,Facility Type,Phone Number,Permit Type,Email Address,Location Address Line 1,Location City,Location State,Location Zip Code,Full Address ,Mailing Address Line 1,Mailing City,Mailing State,Mailing Zip Code
6055638,Mecklenburg,PARK ROAD AFTER SCHOOL ENRICHMENT PROGRAM,,(980) 343-5830,Five Star Center License,catherine.tillman@cms.k12.nc.us,3701 HAVEN DRIVE,CHARLOTTE,NC,28209,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210
6055639,Mecklenburg,LANSDOWNE AFTER SCHOOL ENRICHMENT PROGRAM,,(980) 343-6733,Four Star Center License,carolyn.leath@cms.k12.nc.us,6400 PRETT COURT,CHARLOTTE,NC,28270,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210
6055642,Mecklenburg,MCALPINE ELEMENTARY A.S.E.P.,,(980) 343-3750,Five Star Center License,ernest.saxton@cms.k12.nc.us,9100 CARSWELL AVE,CHARLOTTE,NC,28277,,1600 TYVOLA RD,CHARLOTTE,NC,28210
6055643,Mecklenburg,BEVERLY WOODS ASEP,,(980) 343-3627,Four Star Center License,caroline.horne@cms.k12.nc.us,6001 QUAIL HOLLOW ROAD,CHARLOTTE,NC,28210,,1600 TYVOLA RD,CHARLOTTE,NC,28210
6055644,Mecklenburg,SELWYN ASEP,,(980) 343-5835,Five Star Center License,jacqueline.shepperd@cms.k12.nc.us,2840 COLONY ROAD,CHARLOTTE,NC,28211,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210
6055646,Mecklenburg,OLDE PROVIDENCE AFTER SCHOOL ENRICHMENT PROGRAM,,(980) 343-3755,Five Star Center License,nina-mariel.johnson@cms.k12.nc.us,3800 REA RD,CHARLOTTE,NC,28226,,1600 TYVOLA RD,CHARLOTTE,NC,28210
6055651,Mecklenburg,FIRST BAPTIST CHILD DEVELOPMENT CENTER,,(704) 875-1520,Three Star Center License,dmlindley@bellsouth.net,119 N OLD STATESVILLE ROAD,HUNTERSVILLE,NC,28078,,,,,
6055653,Mecklenburg,MATTHEWS COUNTRY DAY,,(704) 847-0208,Five Star Center License,sherryhinton@matthewscountryday.com,10540 MONROE RD,MATTHEWS,NC,28105,,,,,
6055665,Mecklenburg,CHRIST LUTHERAN CHILDREN'S CENTER,,(704) 365-8687,GS 110-106,clcc@christelca.org,4519 PROVIDENCE ROAD,CHARLOTTE,NC,28226,,,,NC,
6055668,Mecklenburg,LITTLE DEBBIE'S CHILD DEVELOPMENT CENTER,,(704) 392-2890,Four Star Center License,thompson1045@aol.com,2024 CAMP GREENE STREET,CHARLOTTE,NC,28208,,,,,
6055669,Mecklenburg,STEELE CREEK A.S.E.P.,,(980) 343-3810,Five Star Center License,ann.pierce@cms.k12.nc.us,4100 GALLONT LN,CHARLOTTE,NC,28217,,1600 TYVOLA RD,CHARLOTTE,NC,28210
6055673,Mecklenburg,IDLEWILD AFTER SCHOOL ENRICHMENT PROGRAM,,(980) 343-6411,Five Star Center License,Holly.Adderton@cms.k12.nc.us,7101 IDLEWILD ROAD,CHARLOTTE,NC,28212,,PO BOX 30035,CHARLOTTE,NC,28230
6055674,Mecklenburg,MCKEE ROAD ASEP,,(980) 343-3970,Five Star Center License,melissas.gibson@cms.k12.nc.us,4101 MCKEE RD,CHARLOTTE,NC,28270,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210
6055677,Mecklenburg,MALLARD CREEK ASEP,,(704) 343-5408,Four Star Center License,jinakik.winstead@cms.k12.nc.us,9801 MALLARD CREEK ROAD,CHARLOTTE,NC,28262,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210
6055685,Mecklenburg,DERITA DAY CARE,,(704) 596-2857,Three Star Center License,deritadaycare@aol.com,6141 STATESVILLE ROAD,CHARLOTTE,NC,28269,,P O  BOX 26646,CHARLOTTE,NC,28221
6055687,Mecklenburg,PATHWAY PRESCHOOL,,(704) 563-7028,Five Star Center License,pathwaypreschool@yahoo.com,1131 EASTWAY DRIVE,CHARLOTTE,NC,28205,,,,,
6055691,Mecklenburg,HOWELLS PLAYSKOOL INC,,(704) 399-5617,Five Star Center License,sistersheshe@yahoo.com,2825 SEYMOUR DRIVE,CHARLOTTE,NC,28208,,,,NC,
6055706,Mecklenburg,LEBANON ROAD A.S.E.P.,,(704) 343-3640,Four Star Center License,bethiel.dempsey@cms.k12.nc.us,7300 LEBANON ROAD,CHARLOTTE,NC,28227,,PO BOX 30035,CHARLOTTE,NC,28230
6055741,Mecklenburg,CORNELIUS AFTER SCHOOL ENRICHMENT PROGRAM,,(980) 343-3905,Five Star Center License,sharon.blackshear-dowdle@cms.k12.nc.us,21126 CATAWBA AVENUE,CORNELIUS,NC,28031,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210
6055742,Mecklenburg,LA PETITE ACADEMY INC.,,(704) 875-0399,Four Star Center License,7470@lapetite.com,102 COMMERCE CENTER DRIVE,HUNTERSVILLE,NC,28078,,,,,
6055750,Mecklenburg,HORNETS NEST AFTER SCHOOL ENRICHMENT PROGRAM,,(980) 343-6110,Five Star Center License,bobbie.loving@cms.k12.nc.us,6700 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,,1600 TYVOLA ROAD,CHARLOTTE,NC,28210
6055762,Mecklenburg,IDLEWILD BAPTIST CHILD DEVELOPMENT CENTER,,(704) 847-3337,Four Star Center License,idlewildcdc@yahoo.com,12701 IDLEWILD ROAD,MATTHEWS,NC,28105,,,,NC,28210
6059000,Mecklenburg,NORTHSIDE ACADEMY FOR EARLY LEARNING,,(704) 598-9665,GS 110-106,jennifer.frye@northsidecharlotte.com,333 JEREMIAH BOULEVARD,CHARLOTTE,NC,28262,,,,NC,
6059009,Mecklenburg,SHADY BROOK BAPTIST CHILD CARE CENTER,,(704) 394-3408,GS 110-106,sbbcdaycare@gmail.com,2940 BELMEADE DRIVE,CHARLOTTE,NC,28214,,,,NC,
6059013,Mecklenburg,NEWELL BAPTIST CHILD DEVELOPMENT CENTER,,(704) 597-7720,GS 110-106,,9115 NEWELL BAPTIST CHURCH RD,CHARLOTTE,NC,28213,,,,NC,
6059027,Mecklenburg,GRACE LIFE ACADEMY,,(704) 889-2824,GS 110-106,sbalchin@mystough.org,705 LAKEVIEW DRIVE,PINEVILLE,NC,28134,,,,,
61000015,Mitchell,SUNFLOWER HOME CARE,,(828) 765-6802,Four Star Center License,stafford_b@bellsouth.net,39 HICKEY STREET,SPRUCE PINE,NC,28777,,,,,
61000022,Mitchell,CREATIVE PRESCHOOL-SPRUCE PINE MONTESSORI,,(828) 520-1145,Three Star Center License,headofschool@sprucepinemontessori.org,67 WALNUT AVE,SPRUCE PINE,NC,28777,,,,,
61000038,Mitchell,HOLLIFIELD'S CHRISTIAN CHILDCARE,,(828) 766-7552,GS 110-106,schoolage@att.net,10 ELLIS RD EXTENSION,SPRUCE PINE,NC,28777,,,,NC,
61000050,Mitchell,JACK AND JILL DAY CARE CENTER,,(828) 765-0747,Three Star Center License,jandjdaycare@yahoo.com,864 BIGGERSTAFF ROAD,SPRUCE PINE,NC,28777,,,,,
61000057,Mitchell,INTERMOUNTAIN CHILDREN'S PLACE,,(828) 765-6712,Five Star Center License,,6342 HWY 226S,BAKERSVILLE,NC,28705,,PO BOX 338,SPRUCE PINE,NC,28777
61000059,Mitchell,JACK & JILL SCHOOL AGE PROGRAM,,(828) 467-6716,Four Star Center License,jandjdaycare@yahoo.com,31 CROSS STREET,SPRUCE PINE,NC,28777,,,,,
61000060,Mitchell,ROAN VIEW CHILD DEVELOPMENT CENTER,,(828) 688-2403,Five Star Center License,headstart@ccvn.com,301 LONGVIEW DRIVE,BAKERSVILLE,NC,28705,,PO BOX 338,SPRUCE PINE,NC,28777
6155017,Mitchell,MAMA GLENDA'S CHRISTIAN HOME PRESCHOOL,,(828) 765-2293,GS 110-106,hollifield7741@bellsouth.net,48 ELLIS ROAD EXTENSION,SPRUCE PINE,NC,28776,,,,,
62000008,Montgomery,CANDOR HEAD START CENTER,,(910) 974-9673,Five Star Center License,monthstart@embarqmail.com,112 VIVIAN ST,CANDOR,NC,27229,,414 SOUTH MAIN STREET,TROY,NC,27371
62000016,Montgomery,WESCARE CENTER FOR CHILDREN III,,(910) 576-3737,Four Star Center License,wescarecfc@embarqmail.com,441 ELDORADO STREET,TROY,NC,27371,,,,,
62000030,Montgomery,MONTGOMERY CO. EARLY HEAD START,,(910) 428-2261,Five Star Center License,aviscooke@srcaa.com,836 S MAIN ST,STAR,NC,27356,,414 SOUTH MAIN STREET,TROY,NC,27371
62000031,Montgomery,TROY HEAD START CENTER,,(910) 576-4222,Five Star Center License,floramoses@srcaa.com,414 SOUTH MAIN STREET,TROY,NC,27371,,1300 WEST BANK STREET,SALISBURY,NC,28144
62000037,Montgomery,FAMILY WORSHIP MINISTRIES LEARNING CENTER,,(910) 576-1616,GS 110-106,drsusiepope@gmail.com,401 TROY CANDOR RD,TROY,NC,27371,,P O BOX 454,TROY,NC,27371
62000060,Montgomery,MT GILEAD ELEMENTARY PRE-K,,(910) 439-5411,Five Star Center License,john.beard@montgomery.k12.nc.us,102 SCHOOL STREET,MT GILEAD,NC,27306,,100 SCHOOL STREET,MT GILEAD,NC,27306
62000061,Montgomery,KOUNTRY KIDS LEARNING CENTER,,(910) 975-2910,Three Star Center License,sassyleigh75@yahoo.com,304 BROOKS STREET,BISCOE,NC,27209,,,,,
62000069,Montgomery,GREEN RIDGE ELEMENTARY PRE-K,,(910) 428-4196,Five Star Center License,donna.kennedy@montgomery.K12.nc.us,129 MCCASKILL ROAD,BISCOE,NC,27209,,,,NC,
62000074,Montgomery,CANDOR ELEMENTARY SCHOOL PRE-KINDERGARTEN,,(910) 974-4582,Five Star Center License,donnie.lynthacum@montgomery.k12.nc.us,414 SOUTH MAIN STREET,CANDOR,NC,27229,,,,NC,
62000075,Montgomery,TROY ELEMENTARY SCHOOL PRE KINDERGARTEN,,(910) 576-3651,Sp Prov License,vance.thomas@montgomery.k12.nc.us,310 NORTH RUSSELL STREET,TROY,NC,27371,,,,NC,
62000076,Montgomery,J & S BLESSED DAY CARE #3 LLC,,(910) 571-0409,Four Star Center License,susiecarp74@windstream.net,925 OPHIR AVENUE,TROY,NC,27371,,,,NC,
62000077,Montgomery,WESCARE AFTERSCHOOL PROGRAM,,(910) 576-2270,Five Star Center License,wescareadmin@embarqmail.com,1368 NC HIGHWAY 134 NORTH,TROY,NC,27371,,441 ELDORADO STREET,TROY,NC,27371
62000080,Montgomery,STAR ELEMENTARY SCHOOL PRE-KINDERGARTEN,,(910) 428-4333,Five Star Center License,vance.thomas@montgomery.k12.nc.us,302 SOUTH MAIN STREET,STAR,NC,27356,,,,NC,
62000081,Montgomery,STAR ELEMENTARY SCHOOL AFTERSCHOOL,,(910) 428-4333,Three Star Center License,vance.thomas@montgomery.k12.nc.us,302 SOUTH MAIN STREET,STAR,NC,27356,,,,NC,
6255038,Montgomery,LITTLE FRIENDS PRESCHOOL,,(910) 572-4888,Four Star Center License,littlefriends2014@gmail.com,441 W MAIN ST,TROY,NC,27371,,P O  BOX 952,TROY,NC,27371
63000045,Moore,CHRISTIAN CHILD DEVELOPMENT CENTER,,(910) 947-3935,Three Star Center License,christianchilddc@aol.com,145 WATERMAN WAY,CARTHAGE,NC,28327,,,,,
63000063,Moore,SOLID ROCK CHRISTIAN DAY CARE,,(910) 944-2099,GS 110-106,solidrockschool1@yahoo.com,311 E MAPLE STREET,ABERDEEN,NC,28315,,,,NC,
63000064,Moore,SOUTHERN PINES HEAD START,,(910) 692-4588,Five Star Center License,veledamccormick@srcaa.com,1400 W  INDIANA AVE,SOUTHERN PINES,NC,28387,,,,,
63000066,Moore,LITTLE MIRACLES DAY CARE CENTER,,(910) 245-7141,Five Star Center License,maggiemojr@embarqmail.com,163 MAPLE LAWN LANE,VASS,NC,28394,,P O  BOX 1091,VASS,NC,28394
63000097,Moore,LIL'S CHILD CARE CENTER,,(910) 692-9216,Three Star Center License,liliapurington@gmail.com,148 BOILING SPRINGS CIRCLE,SOUTHERN PINES,NC,28387,,,,,
63000208,Moore,LISA'S LOVABLE LEARNING DAY CARE,,(910) 245-7164,Three Star Center License,lisaslovablelearning@embarqmail.com,134 ALLEY ST,VASS,NC,28394,,P O BOX 1230,VASS,NC,28394
63000210,Moore,MAGIC YEARS CHILD CARE CENTER,,(910) 948-3436,Three Star Center License,magicyears@rtmc.net,636 FOREST DRIVE,ROBBINS,NC,27325,,P O BOX 744,ROBBINS,NC,27325
63000229,Moore,ABERDEEN HEADSTART,,(910) 944-0457,Five Star Center License,claracore@srcaa.com,333 GLASGOW ST,ABERDEEN,NC,28315,,,,NC,
63000230,Moore,JANIE'S PLAYHOUSE DAY CARE,,(910) 944-3595,Three Star Center License,nikamay@gmail.com,608 KEYSER ST,ABERDEEN,NC,28315,,608 KEYSER STREET,ABERDEEN,NC,28315
63000246,Moore,LITTLE MIRACLES TWO CHILD CARE,,(910) 947-5701,Five Star Center License,maggiemojr@embarqmail.com,427 VASS CARTHAGE RD,CARTHAGE,NC,28327,,P O BOX 1091,VASS,NC,28394
63000302,Moore,"WATCH ME GROW ACADEMY, LLC",,(910) 692-4977,Four Star Center License,mjraywmg@hotmail.com,100 GOSSMAN DRIVE,SOUTHERN PINES,NC,28387,,,,,
63000323,Moore,ROBBINS ELEMENTARY PRESCHOOL,,(910) 948-2411,Five Star Center License,lpalmer@ncmcs.org,268 RUSHWOOD ROAD,ROBBINS,NC,27325,,POST OFFICE BOX 189,ROBBINS,NC,27325
63000324,Moore,WEST END ELEMENTARY PRESCHOOL,,(910) 673-6691,Five Star Center License,pmartinez@ncmcs.org,4483 HWY 211,WEST END,NC,27376,,,,,
63000325,Moore,ABERDEEN PRIMARY PRESCHOOL,,(910) 944-1523,Five Star Center License,alehm@ncmcs.org,310 KEYSER STREET,ABERDEEN,NC,28315,,,,,
63000326,Moore,SOUTHERN PINES PRIMARY PRESCHOOL,,(910) 692-8659,Five Star Center License,cmelton@ncmcs.org,1250 W NEW YORK AVE,SOUTHERN PINES,NC,28387,,,,,
63000327,Moore,VASS-LAKEVIEW ELEMENTARY PRESCHOOL,,(910) 245-4860,Five Star Center License,wmarion@ncmcs.org,141 JAMES STREET,VASS,NC,28394,,,,,
63000329,Moore,CARTHAGE ELEMENTARY AFTERSCHOOL DAY CARE,,(910) 947-2781,Four Star Center License,watkins@ncmcs.org,312 ROCKINGHAM STREET,CARTHAGE,NC,28327,,PO BOX 190,CARTHAGE,NC,28327
63000331,Moore,VASS/LAKEVIEW CHILD CARE,,(910) 245-7600,Three Star Center License,cwhitaker@ncmcs.org,141 JAMES STREET,VASS,NC,28394,,,,,
63000334,Moore,LUV - A - KID MONTESSORI LEARNING CENTER,,(910) 295-7529,Three Star Center License,luvakid@hotmail.com,112 LEA ROAD,WEST END,NC,27376,,,,,
63000358,Moore,LISA'S LOVABLE LEARNING II,,(910) 692-8848,Three Star Center License,lisalovablelearning@embarqmail.com,715 S GAINES STREET,SOUTHERN PINES,NC,28387,,P O BOX 1230,VASS,NC,28394
63000368,Moore,ABERDEEN PRIMARY AFTERSCHOOL PROGRAM,,(910) 944-1523,Three Star Center License,staylor@ncmcs.org,310 KEYSER STREET,ABERDEEN,NC,28315,,,,,
63000369,Moore,PINEHURST ELEMENTARY AFTERSCHOOL PROGRAM,,(910) 295-6969,Four Star Center License,cransom@ncmcs.org,100 DUNDEE ROAD,PINEHURST,NC,28374,,,,NC,28374
63000374,Moore,"SHINING STARS CHILD DEVELOPMENT CENTER, INC.",,(910) 215-8148,Four Star Center License,jermonicalindsey@gmail.com,7613 HWY 211,WEST END,NC,27376,,,,,
63000398,Moore,SONLIGHT CHILD CARE CENTER,,(910) 215-5522,GS 110-106,bettyingram68@gmail.com,7027 HWY 211,WEST END,NC,27376,,,,,
63000423,Moore,BOBBI'S CHILD CARE CENTER,,(910) 947-1940,Five Star Center License,dwm28327@yahoo.com,852 RED BRANCH ROAD,CARTHAGE,NC,28327,,,,,
63000427,Moore,GRANDMA & GRANDPA'S HOUSE CHILD CARE,,(910) 948-2054,Three Star Center License,prpmhussey@rtmc.net,189 FLINTHILL CHURCH ROAD,ROBBINS,NC,27325,,120 LIMESTONE LANE,ROBBINS,NC,27325
63000437,Moore,D'S ANGELS LEARNING CENTER,,(910) 693-8046,Three Star Center License,juakwam@yahoo.com,274 S GAINES STREET,SOUTHERN PINES,NC,28387,,4000 IRWIN DRIVE,ABERDEEN,NC,28315
63000439,Moore,CYBER ED'S SOUTHERN PINES ACADEMY,,(910) 246-2211,Five Star Center License,cyberedkids@yahoo.com,760 SOUTH BENNETT STREET,SOUTHERN PINES,NC,28387,,,,,
63000453,Moore,CARTHAGE ELEMENTARY PRESCHOOL,,(910) 947-2781,Five Star Center License,dwarren@ncmcs.org,312 ROCKINGHAM STREET,CARTHAGE,NC,28327,,,,NC,
63000459,Moore,JESSIE'S LITTLE BLESSINGS,,(910) 692-5261,Three Star Center License,JessielittleBlessings@gmail.com,645 SOUTH PAGE STREET,SOUTHERN PINES,NC,28387,,140 MEADOWFIELD CIRCLE,ABERDEEN,NC,28315
63000464,Moore,"COUNTRY KIDS PRESCHOOL & CHILDCARE, LLC",,(910) 281-0266,Five Star Center License,lhope922@yahoo.com,154 KIRK ROAD,ABERDEEN,NC,28315,,,,,
63000466,Moore,DANIELLE'S PLAYHOUSE LEARNING CENTER II,,(910) 673-2273,Three Star Center License,tammyc32@nc.rr.com,1135 SEVEN LAKES DRIVE,WEST END,NC,27376,,316 LINCOLN AVENUE,WEST END,NC,27376
63000474,Moore,"SUNSHINE LEARNING CENTER OF THE SANDHILLS, INC",,(910) 692-7840,Three Star Center License,eeyoband@HOTMAIL.com,1725 RICHARDS STREET,SOUTHERN PINES,NC,28387,,,,,
63000483,Moore,OPEN ARMS DAYCARE,,(910) 684-8953,Three Star Center License,tangelaupchurch@yahoo.com,151 SOUTH CARLISLE STREET,SOUTHERN PINES,NC,28387,,4245 VASS-CARTHAGE ROAD,CARTHAGE,NC,28327
63000488,Moore,AUNT SANDI'S LEARNING CENTER,,(910) 695-8600,Three Star Center License,auntsandislearningcenter@gmail.com,621 SW SERVICE ROAD,SOUTHERN PINES,NC,28387,,1092 W NEW HAMPSHIRE AVENUE,SOUTHERN PINES,NC,28387
63000490,Moore,LITTLE TEAPOT CHILDCARE CENTER,,(910) 246-2012,Temporary License,nacor4ever@gmail.com,133 SOUTH HARDIN STREET,SOUTHERN PINES,NC,28387,,,,,
63000491,Moore,FUTURE PROMISES CHILDCARE CENTER,,(910) 722-6971,Temporary License,amurchison74@gmail.com,206 KEYSER STREET,ABERDEEN,NC,28315,,361 GLASGOW STREET,ABERDEEN,NC,28315
63000494,Moore,HOPE ACADEMY,,(910) 948-4324,Temporary License,nmfrc@embarqmail.com,116 HORNER STREET,ROBBINS,NC,27325,,POST OFFICE BOX 190,ROBBINS,NC,27325
6350919,Moore,KIDDIE KORNER #1,,(910) 944-1246,Three Star Center License,kiddiekorner@windstream.net,503 JOHNSON STREET,ABERDEEN,NC,28315,,,,,
6355022,Moore,KIDDIE KORNER DAY CARE II,,(910) 944-1246,Three Star Center License,kiddiekorner@windstream.net,503 JOHNSON STREET,ABERDEEN,NC,28315,,,,,
6355063,Moore,KIDDIE KORNER DAY CARE III,,(910) 944-1246,Three Star Center License,kiddiekorner@windstream.net,503 JOHNSON STREET,ABERDEEN,NC,28315,,,,,
6355064,Moore,RIDDLE'S CHILD CARE CENTER,,(910) 948-3940,Three Star Center License,,10883 NC 24-27 HWY,CARTHAGE,NC,28327,,,,NC,
6355068,Moore,HELEN'S DAY CARE,,(910) 947-2145,Three Star Center License,avbmmb@yahoo.com,6104 GLENDON CARTHAGE ROAD,CARTHAGE,NC,28327,,,,,
6355079,Moore,FIRST HEALTH CHILD DEVELOPMENT CENTER,,(910) 715-1845,Five Star Center License,rewicker@firsthealth.org,100 MEMORIAL DRIVE,PINEHURST,NC,28374,,,,,
6355087,Moore,SANDHILLS CHILDREN'S CENTER #1,,(910) 692-3323,Five Star Center License,enewcomb@sandhillschildrenscenter.org,1280 CENTRAL DRIVE,SOUTHERN PINES,NC,28387,,,,,
6355098,Moore,TAYLORTOWN HEAD START,,(910) 295-5437,Five Star Center License,donnapetrick@srcaa.com,8364 MAIN ST,TAYLORTOWN,NC,28374,,,,,
6355102,Moore,VASS-CYPRESS COMMUNITY HEAD START,,(910) 245-3883,Five Star Center License,maxinehowe@srcaa.com,272 SEABOARD STREET,VASS,NC,28394,,,,NC,
6355108,Moore,EPISCOPAL DAY SCHOOL PRE-K,,(910) 692-3492,GS 110-106,nthrasher@episcopalday.org,340 E  MASSACHUSETTS AVE,SOUTHERN PINES,NC,28387,,,,,
6359000,Moore,CALVARY CHRISTIAN DAY CARE CENTER #1,,(910) 692-8311,GS 110-106,lingram@nc.rr.com,400 S  BENNETT STREET,SOUTHERN PINES,NC,28387,,,,NC,
6359001,Moore,CALVARY CHRISTIAN DAY CARE #2,,(910) 692-8311,GS 110-106,lingram@nc.rr.com,400 S BENNETT ST,SOUTHERN PINES,NC,28387,,,,NC,
64000016,Nash,THE CHILDRENS CENTER,,(252) 937-9045,Five Star Center License,thechildrenscenternnhs@gmail.com,4230 GREEN HILLS ROAD,ROCKY MOUNT,NC,27804,,,,,
64000057,Nash,"STONEPARK AFTERSCHOOL GANG, INC.",,(252) 443-2544,Four Star Center License,stonepark1261@gmail.com,1261 S  WINSTEAD AVE,ROCKY MOUNT,NC,27803,,,,,
64000091,Nash,EAST COAST MIGRANT HEAD START PROJECT,,(252) 235-2503,Five Star Center License,truffin@ecmhsp.org,4562 US HWY 264 ALT,BAILEY,NC,27807,,P  O  BOX 399,BAILEY,NC,27807
64000135,Nash,JOYLAND PRESCHOOL,,(252) 459-7841,Five Star Center License,joyland93@gmail.com,3951 RED RD,NASHVILLE,NC,27856,,,,,
64000146,Nash,ALL SMILES CHILD CARE CENTER,,(252) 443-6556,Four Star Center License,susie03w@aol.com,1046 N WINSTEAD AVENUE,ROCKY MOUNT,NC,27804,,,,,
64000159,Nash,NASH COMMUNITY COLLEGE CHILD DEVELOPMENT CENTER,,(252) 451-8498,Five Star Center License,anieves@nashcc.edu,522 N OLD CARRIAGE RD,ROCKY MOUNT,NC,27804,,,,NC,27804
64000207,Nash,"KIDZ PLACE 2 BEE, INC",,(252) 459-3862,Three Star Center License,kp2bee@yahoo.com,1005 E WASHINGTON STREET,NASHVILLE,NC,27856,,,,,
64000275,Nash,SHINING STAR,,(252) 442-0425,Three Star Center License,misssy2@aol.com,5648 HWY 48,BATTLEBORO,NC,27809,,,,,
64000296,Nash,"RIDGECREST CHILD CARE CENTER, INC",,(252) 443-9642,GS 110-106,cathy@rwcrm.org,1120 WEST MOUNT DRIVE,ROCKY MOUNT,NC,27803,,,,NC,
64000300,Nash,CEDAR GROVE ELEMENTARY SCHOOL,,(252) 462-2830,Five Star Center License,sawilliams@nrms.k12.nc.us,8967 CEDAR GROVE SCHOOL LOOP R,NASHVILLE,NC,27856,,,,,
64000304,Nash,ST. STEPHEN'S LOVING DAYCARE CENTER #1,,(252) 446-8756,Four Star Center License,godsservantcslade@yahoo.com,3861 N WESLEYAN BLVD,BATTLEBORO,NC,27809,,3229 COLEY ROAD,ROCKY MOUNT,NC,27804
64000307,Nash,BAILEY ELEMENTARY SCHOOL,,(252) 235-5205,Five Star Center License,JHMehus@nrms.k12.nc.us,6288 PINE STREET,BAILEY,NC,27807,,POST OFFICE BOX 39,BAILEY,NC,27807
64000310,Nash,YMCA ADVENTURE ZONE,,(252) 972-9622,Five Star Center License,dmanning@rmymca.org,1000 INDEPENDENCE DRIVE,ROCKY MOUNT,NC,27804,,PO BOX 4063,ROCKY MOUNT,NC,27803
64000315,Nash,COOPERS ELEMENTARY SCHOOL,,(252) 937-5612,Five Star Center License,gcatalano@nrms.k12.nc.us,6833 HIGHWAY 58 SOUTH,ELM CITY,NC,27822,,,,,
64000317,Nash,LIFE GIVERS CHILD CARE & AFTERSCHOOL PROGRAM,,(252) 446-4776,GS 110-106,,119 WEST RIDGE STREET,ROCKY MOUNT,NC,27804,,,,,
64000320,Nash,NASHVILLE ELEMENTARY SCHOOL,,(252) 451-2877,Four Star Center License,qmmangano@nrms.k12.nc.us,209 EAST VIRGINIA AVENUE,NASHVILLE,NC,27856,,,,,
64000321,Nash,MIDDLESEX ELEMENTARY SCHOOL,,(252) 462-2815,Five Star Center License,swells@nrms.k12.nc.us,13081 WEST HANES AVENUE,MIDDLESEX,NC,27557,,,,,
64000339,Nash,"PRECIOUS ONES DAYCARE, LLC #2",,(252) 446-4581,Four Star Center License,rddickens@yahoo.com,1501 BURTON STREET,ROCKY MOUNT,NC,27804,,PO BOX 6413,ROCKY MOUNT,NC,27802
64000350,Nash,A. J. RICHARDSON HEAD START CENTER,,(252) 442-3506,Five Star Center License,ginascottbs081@gmail.com,850 FRANKLIN STREET,ROCKY MOUNT,NC,27802,,PO BOX 2346,ROCKY MOUNT,NC,27802
64000357,Nash,SPRING HOPE ELEMENTARY SCHOOL,,(252) 478-4835,Four Star Center License,,401 MCLEAN STREET,SPRING HOPE,NC,27882,,,,,
64000359,Nash,SWIFT CREEK ELEMENTARY SCHOOL,,(252) 462-2840,Five Star Center License,'kljones@nrms.k12.nc.us',2420 SWIFT CREEK SCHOOL ROAD,WHITAKERS,NC,27891,,,,,
64000362,Nash,A NEW DAY CHILD CARE,,(252) 937-6390,Three Star Center License,anewdaychild@aol.com,105 CLINTON COURT,ROCKY MOUNT,NC,27804,,,,,
64000371,Nash,STEPPING STONE PRESCHOOL & CHILDCARE LLC,,(252) 459-2172,Five Star Center License,dontekezmit@yahoo.com,1707 RED OAK ROAD,NASHVILLE,NC,27856,,,,,
64000373,Nash,WESTSIDE COMMUNITY LEARNING CENTER,,(252) 977-7971,Four Star Center License,hlf22670@aol.com,1115 AYCOCK STREET,ROCKY MOUNT,NC,27803,,,,,
64000376,Nash,BRIGHT BEGINNINGS CHILD CARE CENTER II,,(252) 937-3010,Three Star Center License,taylorlove6@aol.com,191 WINSTEAD AVENUE,ROCKY MOUNT,NC,27804,,,,,
64000378,Nash,THE CHILDREN'S CENTER AT NASH CENTRAL HIGH SCHOOL,,(252) 451-2860,Five Star Center License,thechildrenscenternchs@gmail.com,4279 NASH CENTRAL HIGH ROAD,ROCKY MOUNT,NC,27804,,,,NC,
64000385,Nash,BEULAH'S BABIES ACADEMY,,(919) 818-2850,GS 110-106,Latausahr@ymail.com,322 ANDERSON STREET,ROCKY MOUNT,NC,27802,,,,,
64000401,Nash,A PLACE TO GROW LEARNING CENTER,,(252) 459-4800,Four Star Center License,cg.thacker178@gmail.com,227 WEST CHURCH STREET,NASHVILLE,NC,27856,,113 CHICASAW COURT,ROCKY MOUNT,NC,27804
64000408,Nash,"PROMISE LAND CHILD CARE CENTER, INC.",,(252) 451-5263,Three Star Center License,bwilliams@newlitemedia.com,953 BENVENUE ROAD,ROCKY MOUNT,NC,27804,,POST OFFICE BOX 2003,ROCKY MOUNT,NC,27802
64000409,Nash,CHOSEN GENERATION CHILDCARE CENTER,,(252) 973-6630,Four Star Center License,chosengenerationchildcarellc@yhaoo.com,411 FALLS ROAD,ROCKY MOUNT,NC,27804,,,,,
64000430,Nash,"APPLE TREE WEE SCHOOL, INC.",,(252) 937-7525,Four Star Center License,melisawilliams39@yahoo.com,2790 NICODEMUS MILE ROAD,ROCKY MOUNT,NC,27804,,POST OFFICE BOX 8856,ROCKY MOUNT,NC,27804
